Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
3 Series,2020,Africa,Red,Diesel,Automatic,3.9,102753,112682,5170,Low," 582,565,940 "
3 Series,2016,Asia,Red,Hybrid,Manual,1.6,173886,52854,6373,Low," 336,838,542 "
7 Series,2014,Middle East,White,Electric,Automatic,3.7,64879,46519,2682,Low," 124,763,958 "
M3,2021,South America,Blue,Electric,Automatic,4.2,137811,109651,3270,Low," 358,558,770 "
3 Series,2022,Asia,White,Electric,Automatic,1.5,41969,112848,8268,High," 933,027,264 "
X5,2012,Middle East,Black,Electric,Manual,4.1,122576,102000,5796,Low," 591,192,000 "
X1,2021,South America,Silver,Hybrid,Automatic,2,198857,68430,8216,High," 562,220,880 "
M3,2021,Africa,Blue,Petrol,Manual,3.9,43037,71419,313,Low," 22,354,147 "
X5,2017,North America,Grey,Petrol,Automatic,3.1,140971,44004,4566,Low," 200,922,264 "
X3,2019,North America,Silver,Petrol,Automatic,3.4,41597,39047,4329,Low," 169,034,463 "
i8,2013,Europe,White,Petrol,Manual,2.7,41793,93475,6796,Low," 635,256,100 "
M3,2018,Asia,Blue,Petrol,Automatic,2.4,157608,31202,2222,Low," 69,330,844 "
7 Series,2014,Europe,Grey,Diesel,Manual,1.7,102203,117178,5989,Low," 701,779,042 "
i8,2023,Middle East,Red,Electric,Automatic,4.5,9214,52434,4547,Low," 238,417,398 "
M5,2015,Europe,Grey,Diesel,Manual,3.6,108855,50323,7974,High," 401,275,602 "
M3,2014,Middle East,Grey,Diesel,Automatic,4.9,133399,119779,7651,High," 916,429,129 "
M3,2019,Middle East,Black,Hybrid,Manual,4.5,178434,82812,4803,Low," 397,746,036 "
X5,2021,Asia,Red,Electric,Automatic,4.5,127679,67798,1964,Low," 133,155,272 "
7 Series,2020,South America,Silver,Electric,Automatic,3.6,160655,68723,1683,Low," 115,660,809 "
i8,2016,Asia,Black,Hybrid,Manual,1.8,163927,61670,9754,High," 601,529,180 "
X5,2016,South America,Black,Hybrid,Automatic,4.7,93126,89884,244,Low," 21,931,696 "
i8,2010,Asia,Red,Diesel,Automatic,1.9,33008,101284,1593,Low," 161,345,412 "
i8,2011,Asia,White,Electric,Manual,3.3,30355,95539,6488,Low," 619,857,032 "
X3,2016,Africa,Black,Petrol,Automatic,4.5,4686,35806,685,Low," 24,527,110 "
M5,2017,North America,Red,Petrol,Manual,3.2,185032,99691,364,Low," 36,287,524 "
i8,2013,North America,Silver,Hybrid,Automatic,2.1,143160,50872,3086,Low," 156,990,992 "
i8,2015,Europe,Red,Petrol,Manual,2.8,173670,47007,6249,Low," 293,746,743 "
M5,2020,Europe,Grey,Electric,Manual,5,189154,100507,1959,Low," 196,893,213 "
i8,2021,Europe,Silver,Hybrid,Automatic,5,95554,106877,2910,Low," 311,012,070 "
M3,2019,Middle East,Blue,Diesel,Automatic,4,39735,64499,6503,Low," 419,436,997 "
3 Series,2012,Middle East,Silver,Diesel,Automatic,4.6,173144,69126,3242,Low," 224,106,492 "
5 Series,2016,Europe,Blue,Petrol,Automatic,1.7,110655,91789,8440,High," 774,699,160 "
X6,2020,Africa,Grey,Hybrid,Manual,2.5,21698,61409,9633,High," 591,552,897 "
X6,2012,Africa,White,Diesel,Automatic,2.8,198926,48049,989,Low," 47,520,461 "
i3,2020,South America,Black,Petrol,Automatic,1.5,154199,82101,9311,High," 764,442,411 "
M3,2016,South America,Blue,Electric,Automatic,2.8,20301,51221,5248,Low," 268,807,808 "
M5,2021,Middle East,Grey,Petrol,Manual,1.8,157082,109961,5730,Low," 630,076,530 "
X1,2020,South America,Blue,Electric,Manual,3.3,147532,87977,2860,Low," 251,614,220 "
X6,2021,Europe,Grey,Hybrid,Automatic,1.5,153686,77856,134,Low," 10,432,704 "
M5,2020,North America,Black,Petrol,Manual,2.4,21057,41908,6231,Low," 261,128,748 "
X5,2017,Africa,Red,Petrol,Manual,4.5,91884,104285,4116,Low," 429,237,060 "
i3,2012,Middle East,White,Electric,Automatic,2.2,138974,40052,9766,High," 391,147,832 "
5 Series,2011,Europe,White,Diesel,Automatic,1.7,38671,38569,9074,High," 349,975,106 "
M5,2021,Asia,White,Petrol,Automatic,2.4,161405,77597,8371,High," 649,564,487 "
X5,2015,Middle East,Black,Petrol,Automatic,4.4,146816,68950,7938,High," 547,325,100 "
X5,2013,North America,Silver,Hybrid,Automatic,3.6,155969,106343,5027,Low," 534,586,261 "
7 Series,2017,Africa,Grey,Petrol,Automatic,3.6,47967,71735,4604,Low," 330,267,940 "
X6,2022,Europe,Grey,Petrol,Manual,1.5,60481,119608,4110,Low," 491,588,880 "
M3,2024,Africa,Red,Hybrid,Automatic,3.2,196355,81867,696,Low," 56,979,432 "
M3,2023,Asia,Silver,Hybrid,Automatic,2.4,44481,74015,2225,Low," 164,683,375 "
i8,2011,North America,Red,Hybrid,Manual,2.7,24819,117423,4453,Low," 522,884,619 "
3 Series,2013,Middle East,White,Hybrid,Manual,3.6,176384,46599,601,Low," 28,005,999 "
X1,2011,Asia,Black,Hybrid,Automatic,4.6,140472,32492,2752,Low," 89,417,984 "
i3,2023,Africa,Red,Hybrid,Manual,2.1,167490,104791,3372,Low," 353,355,252 "
i3,2011,Europe,White,Diesel,Automatic,4.2,128883,88686,339,Low," 30,064,554 "
X3,2011,North America,Black,Diesel,Automatic,1.7,136201,119491,4939,Low," 590,166,049 "
M5,2010,Asia,Red,Hybrid,Manual,2.6,194183,61563,4298,Low," 264,597,774 "
X3,2013,Europe,Red,Hybrid,Automatic,2.3,82944,98147,7163,High," 703,026,961 "
X3,2011,Europe,Blue,Petrol,Automatic,4.7,179547,36966,7017,High," 259,390,422 "
M5,2018,North America,Red,Diesel,Automatic,2.1,199626,114478,1079,Low," 123,521,762 "
3 Series,2018,Europe,Grey,Diesel,Manual,3.5,156488,87594,6554,Low," 574,091,076 "
X3,2020,Europe,Silver,Petrol,Manual,2.1,43434,78417,3906,Low," 306,296,802 "
5 Series,2020,South America,Red,Petrol,Manual,3.2,96778,60105,4996,Low," 300,284,580 "
3 Series,2016,Europe,Silver,Petrol,Automatic,2.9,135592,56166,4678,Low," 262,744,548 "
i8,2015,Asia,Blue,Diesel,Automatic,1.6,104000,116888,9188,High," 1,073,966,944 "
X6,2021,South America,Blue,Electric,Manual,4.4,77491,98572,2349,Low," 231,545,628 "
3 Series,2012,Africa,Grey,Diesel,Automatic,4.2,48342,102127,1823,Low," 186,177,521 "
X5,2023,Africa,Black,Diesel,Automatic,2.5,45425,83648,9200,High," 769,561,600 "
i3,2021,North America,Black,Petrol,Manual,3.6,84946,102750,9318,High," 957,424,500 "
X3,2023,Asia,White,Electric,Automatic,2.8,170284,54012,9602,High," 518,623,224 "
i3,2024,Europe,Blue,Petrol,Automatic,4.2,151780,72687,4862,Low," 353,404,194 "
5 Series,2016,Asia,Blue,Electric,Manual,3.9,120773,43852,2292,Low," 100,508,784 "
5 Series,2010,North America,Blue,Hybrid,Manual,1.8,91343,83137,2254,Low," 187,390,798 "
3 Series,2018,Africa,Blue,Petrol,Automatic,4.5,181842,77590,6690,Low," 519,077,100 "
i8,2013,North America,Red,Petrol,Manual,2.1,126442,102584,8410,High," 862,731,440 "
7 Series,2015,South America,Black,Electric,Manual,2.1,9959,90306,6059,Low," 547,164,054 "
X5,2015,Asia,Black,Electric,Manual,4.1,29611,108138,3239,Low," 350,258,982 "
7 Series,2020,South America,White,Petrol,Automatic,2.1,103564,52749,7289,High," 384,487,461 "
3 Series,2012,North America,Blue,Diesel,Automatic,1.9,175641,36602,7835,High," 286,776,670 "
i8,2013,South America,Blue,Electric,Manual,2.7,30399,114529,3694,Low," 423,070,126 "
X3,2022,Asia,Red,Electric,Manual,4.4,83094,113848,3325,Low," 378,544,600 "
X6,2020,Europe,Silver,Electric,Automatic,2.1,67964,110730,2462,Low," 272,617,260 "
5 Series,2019,South America,Black,Hybrid,Manual,2.7,151656,104252,6894,Low," 718,713,288 "
5 Series,2012,Asia,Silver,Electric,Manual,2.5,102126,96029,346,Low," 33,226,034 "
X6,2022,Asia,Grey,Hybrid,Manual,2.7,166655,77509,4866,Low," 377,158,794 "
X1,2015,North America,Red,Petrol,Manual,4,163013,66234,9723,High," 643,993,182 "
M5,2010,Asia,White,Electric,Automatic,2.9,197858,76738,4484,Low," 344,093,192 "
5 Series,2017,North America,White,Petrol,Manual,4.2,163634,118279,8810,High," 1,042,037,990 "
M5,2017,Asia,Blue,Diesel,Automatic,3.7,137733,55845,7698,High," 429,894,810 "
M5,2018,North America,Silver,Petrol,Automatic,2.8,138256,65891,2565,Low," 169,010,415 "
X3,2015,North America,Grey,Petrol,Automatic,3,69184,55328,3685,Low," 203,883,680 "
X3,2010,Middle East,Silver,Petrol,Automatic,4,54235,63176,233,Low," 14,720,008 "
i3,2012,Africa,Grey,Electric,Automatic,3.4,172348,107084,9064,High," 970,609,376 "
X3,2024,North America,Silver,Petrol,Manual,4.5,95326,89852,3312,Low," 297,589,824 "
X3,2010,Middle East,Black,Petrol,Manual,4.8,88299,110300,8358,High," 921,887,400 "
X5,2024,North America,Red,Diesel,Manual,4,189455,59193,3292,Low," 194,863,356 "
7 Series,2022,Middle East,Grey,Hybrid,Automatic,5,138178,83517,9887,High," 825,732,579 "
X5,2024,Middle East,Red,Diesel,Automatic,3.6,179846,37703,7215,High," 272,027,145 "
7 Series,2014,North America,Black,Diesel,Manual,1.6,145475,71450,6012,Low," 429,557,400 "
M5,2012,Middle East,Red,Petrol,Automatic,3.3,63478,57210,648,Low," 37,072,080 "
3 Series,2023,North America,Grey,Electric,Manual,2.3,45516,54881,6931,Low," 380,380,211 "
X5,2011,Africa,White,Diesel,Automatic,2.7,59207,57890,7020,High," 406,387,800 "
5 Series,2012,Middle East,Silver,Diesel,Manual,3.2,111779,107341,5503,Low," 590,697,523 "
7 Series,2018,Africa,Grey,Electric,Manual,2.5,38241,60849,2787,Low," 169,586,163 "
M3,2020,Asia,Grey,Diesel,Manual,2.6,143993,109265,8027,High," 877,070,155 "
X1,2017,Asia,Black,Electric,Manual,2.9,62531,90903,6885,Low," 625,867,155 "
i8,2022,North America,Blue,Electric,Manual,2.5,63769,31642,5451,Low," 172,480,542 "
3 Series,2012,Africa,Grey,Diesel,Automatic,2.1,34356,50366,9506,High," 478,779,196 "
X6,2020,South America,White,Electric,Automatic,4.2,119187,93011,3441,Low," 320,050,851 "
7 Series,2011,Middle East,Grey,Diesel,Automatic,2.9,88329,87356,2473,Low," 216,031,388 "
3 Series,2014,Asia,Black,Electric,Manual,4.4,81989,68660,5526,Low," 379,415,160 "
i8,2021,Asia,White,Hybrid,Automatic,4.6,119261,45266,984,Low," 44,541,744 "
7 Series,2021,Europe,Black,Petrol,Automatic,4.1,100082,89632,8748,High," 784,100,736 "
3 Series,2022,Europe,Silver,Petrol,Manual,2.9,51970,103898,4560,Low," 473,774,880 "
M3,2021,North America,White,Electric,Automatic,4,36141,112938,814,Low," 91,931,532 "
3 Series,2010,North America,Grey,Diesel,Manual,2,140226,64170,4058,Low," 260,401,860 "
i8,2013,Africa,Silver,Petrol,Automatic,3.8,18255,33421,2509,Low," 83,853,289 "
i8,2017,Middle East,Silver,Electric,Automatic,2.9,67075,41655,391,Low," 16,287,105 "
X5,2010,Middle East,White,Hybrid,Manual,3.8,163817,111670,442,Low," 49,358,140 "
X5,2014,Middle East,White,Petrol,Manual,4.1,54055,34683,9930,High," 344,402,190 "
3 Series,2021,North America,White,Petrol,Automatic,3.5,91686,78944,8644,High," 682,391,936 "
M5,2013,Europe,Red,Petrol,Automatic,3.7,134800,85566,2461,Low," 210,577,926 "
i8,2015,South America,White,Hybrid,Manual,2.2,16495,61378,8281,High," 508,271,218 "
X1,2016,Middle East,Black,Diesel,Automatic,3.6,96796,35286,509,Low," 17,960,574 "
3 Series,2018,Europe,Silver,Diesel,Automatic,3.1,83317,48560,5271,Low," 255,959,760 "
3 Series,2010,Middle East,White,Petrol,Manual,3,97225,62620,5448,Low," 341,153,760 "
i3,2020,South America,Red,Diesel,Automatic,2.9,40682,95782,416,Low," 39,845,312 "
X5,2019,Europe,Blue,Electric,Automatic,2.6,66760,101831,1760,Low," 179,222,560 "
X1,2013,Asia,Red,Electric,Manual,2.6,54474,93972,6589,Low," 619,181,508 "
7 Series,2015,Europe,Silver,Electric,Manual,3.9,95552,116007,1721,Low," 199,648,047 "
M5,2019,Africa,Red,Petrol,Manual,3.5,91614,81418,5758,Low," 468,804,844 "
i8,2016,Europe,Grey,Diesel,Automatic,1.6,68240,56474,5550,Low," 313,430,700 "
i3,2016,North America,White,Petrol,Manual,1.7,104945,49803,7911,High," 393,991,533 "
i8,2017,Asia,Black,Electric,Manual,3.5,6847,51514,9308,High," 479,492,312 "
X6,2023,Africa,Silver,Diesel,Automatic,4.5,108643,103447,9059,High," 937,126,373 "
5 Series,2019,Africa,Blue,Hybrid,Manual,1.7,20497,48921,8510,High," 416,317,710 "
X3,2017,Europe,Black,Petrol,Automatic,3.3,130043,84135,7809,High," 657,010,215 "
i8,2017,Africa,Grey,Electric,Manual,4.5,62617,101287,946,Low," 95,817,502 "
7 Series,2017,Asia,Black,Electric,Manual,1.5,94999,72734,5802,Low," 422,002,668 "
5 Series,2021,North America,White,Electric,Manual,2.5,143648,34827,1333,Low," 46,424,391 "
3 Series,2024,Asia,White,Diesel,Automatic,4.7,19033,101289,4444,Low," 450,128,316 "
3 Series,2017,Europe,Blue,Diesel,Automatic,1.8,141084,48289,5541,Low," 267,569,349 "
X1,2015,Middle East,Grey,Diesel,Automatic,3.6,36183,76006,3648,Low," 277,269,888 "
M5,2018,South America,Blue,Petrol,Manual,3.3,112537,95452,8379,High," 799,792,308 "
X1,2012,Asia,Blue,Electric,Automatic,2,34728,55787,6184,Low," 344,986,808 "
5 Series,2015,Africa,Blue,Electric,Automatic,1.6,164376,103819,725,Low," 75,268,775 "
i3,2014,Africa,Red,Diesel,Automatic,3.3,61838,51382,8803,High," 452,315,746 "
5 Series,2024,Asia,White,Diesel,Manual,4.1,193514,55904,7700,High," 430,460,800 "
7 Series,2024,Europe,Black,Electric,Automatic,2.1,33502,33880,2228,Low," 75,484,640 "
M5,2017,South America,Red,Electric,Automatic,3.9,109729,66515,8328,High," 553,936,920 "
i3,2013,Asia,Red,Hybrid,Automatic,3.4,66887,90344,5021,Low," 453,617,224 "
X5,2013,Africa,Blue,Hybrid,Automatic,2.8,152346,71301,7627,High," 543,812,727 "
i8,2022,Europe,Silver,Petrol,Manual,3.8,196227,97017,5729,Low," 555,810,393 "
i8,2024,Africa,Blue,Hybrid,Manual,2.2,81995,68055,1547,Low," 105,281,085 "
3 Series,2019,Middle East,Grey,Petrol,Manual,3.1,83934,101575,2053,Low," 208,533,475 "
X3,2020,Middle East,Grey,Hybrid,Automatic,3.4,114388,78570,3790,Low," 297,780,300 "
X5,2019,North America,Blue,Electric,Automatic,3.1,164371,39484,1012,Low," 39,957,808 "
X3,2022,South America,White,Hybrid,Manual,2.9,128303,71444,7173,High," 512,467,812 "
3 Series,2014,North America,Blue,Petrol,Automatic,4.1,132276,114550,7343,High," 841,140,650 "
X6,2020,Europe,Red,Petrol,Automatic,3.8,74046,51785,2947,Low," 152,610,395 "
X6,2022,Europe,Black,Diesel,Automatic,3.7,123280,43417,7319,High," 317,769,023 "
X6,2022,North America,Grey,Electric,Manual,4.6,16364,66185,6717,Low," 444,564,645 "
X6,2024,Europe,Blue,Electric,Automatic,5,144590,42383,7123,High," 301,894,109 "
X1,2015,North America,Grey,Petrol,Automatic,3.5,6559,68439,2016,Low," 137,973,024 "
X6,2024,North America,Silver,Diesel,Manual,2.7,173167,37911,709,Low," 26,878,899 "
M3,2020,Middle East,Silver,Electric,Automatic,4.2,72561,76706,5960,Low," 457,167,760 "
5 Series,2013,South America,Red,Diesel,Manual,2,21425,36972,1691,Low," 62,519,652 "
i8,2011,Middle East,Red,Petrol,Manual,3.3,74336,30959,3465,Low," 107,272,935 "
i8,2021,Asia,White,Diesel,Manual,3.3,17817,80336,6476,Low," 520,255,936 "
7 Series,2021,South America,Grey,Hybrid,Automatic,4.9,160052,45970,7306,High," 335,856,820 "
X5,2023,Africa,Black,Diesel,Automatic,5,181969,35350,6704,Low," 236,986,400 "
i3,2011,Asia,Red,Petrol,Manual,4.3,81904,68062,3066,Low," 208,678,092 "
X1,2021,Asia,Black,Hybrid,Manual,3.2,112713,98970,5056,Low," 500,392,320 "
i3,2012,Africa,Grey,Petrol,Automatic,3.4,187218,46837,6232,Low," 291,888,184 "
X1,2011,North America,Red,Hybrid,Manual,2.6,53238,34747,1045,Low," 36,310,615 "
X6,2010,Africa,Red,Petrol,Manual,4.4,194679,35478,3732,Low," 132,403,896 "
7 Series,2023,Middle East,Blue,Petrol,Automatic,4.1,119864,70592,4511,Low," 318,440,512 "
X1,2017,Asia,Red,Hybrid,Automatic,4.2,41591,102512,9606,High," 984,730,272 "
X3,2021,Middle East,Black,Electric,Manual,2,145781,67574,6107,Low," 412,674,418 "
X1,2014,Europe,Blue,Diesel,Automatic,2.9,98824,106530,7101,High," 756,469,530 "
M5,2019,Asia,Black,Diesel,Automatic,3.4,86492,56938,8774,High," 499,574,012 "
3 Series,2010,Africa,Silver,Petrol,Automatic,1.9,16044,34937,6172,Low," 215,631,164 "
5 Series,2022,Middle East,Black,Electric,Manual,2.8,179831,107527,3382,Low," 363,656,314 "
X3,2018,Asia,Red,Electric,Manual,1.8,75995,70409,8117,High," 571,509,853 "
X1,2017,Africa,Silver,Diesel,Manual,4.9,17873,119697,8644,High," 1,034,660,868 "
X1,2013,Middle East,Blue,Petrol,Automatic,4.1,61416,45190,4131,Low," 186,679,890 "
M5,2017,Middle East,Black,Diesel,Manual,3.7,199467,76306,4521,Low," 344,979,426 "
M3,2022,Africa,Red,Electric,Automatic,2.2,105519,54974,5124,Low," 281,686,776 "
X5,2021,South America,Silver,Electric,Automatic,2.7,59119,68976,9020,High," 622,163,520 "
X6,2022,North America,Red,Diesel,Automatic,2,115218,100581,3474,Low," 349,418,394 "
5 Series,2019,North America,Silver,Hybrid,Manual,3.4,44241,76143,3957,Low," 301,297,851 "
M3,2016,Africa,Blue,Electric,Automatic,4.4,103268,88632,876,Low," 77,641,632 "
X5,2020,Europe,Red,Electric,Manual,1.6,168117,106488,5270,Low," 561,191,760 "
M5,2024,Europe,White,Electric,Automatic,1.9,195147,87823,2045,Low," 179,598,035 "
5 Series,2020,South America,Black,Hybrid,Manual,2.3,17224,96351,4428,Low," 426,642,228 "
5 Series,2016,South America,White,Diesel,Manual,4,64931,32800,8596,High," 281,948,800 "
X5,2010,Middle East,Red,Petrol,Manual,4.6,181134,101442,8176,High," 829,389,792 "
X1,2015,North America,Grey,Petrol,Manual,4.1,87417,33674,8891,High," 299,395,534 "
7 Series,2022,Africa,Black,Petrol,Automatic,3.3,24621,38154,1230,Low," 46,929,420 "
M5,2013,Africa,White,Electric,Manual,1.9,190706,82810,2581,Low," 213,732,610 "
3 Series,2023,North America,Red,Diesel,Manual,4.1,107247,78743,3507,Low," 276,151,701 "
M3,2019,South America,Blue,Petrol,Automatic,1.9,40168,119690,4101,Low," 490,848,690 "
5 Series,2019,Africa,Silver,Diesel,Manual,2.7,100726,68101,9498,High," 646,823,298 "
3 Series,2019,North America,White,Petrol,Automatic,2.6,38070,75461,7786,High," 587,539,346 "
7 Series,2020,North America,White,Diesel,Automatic,2.8,45949,41481,5668,Low," 235,114,308 "
5 Series,2021,Middle East,White,Petrol,Manual,2.7,114629,45349,2353,Low," 106,706,197 "
7 Series,2011,Asia,Blue,Petrol,Automatic,4.2,183917,68082,2150,Low," 146,376,300 "
M5,2019,Middle East,Red,Petrol,Automatic,2.1,93369,110101,6571,Low," 723,473,671 "
3 Series,2016,Europe,Blue,Petrol,Manual,4.5,56049,98514,9681,High," 953,714,034 "
M5,2018,Europe,Black,Hybrid,Manual,4.5,52775,60807,4070,Low," 247,484,490 "
5 Series,2022,Europe,Silver,Diesel,Manual,3.2,187017,95110,9090,High," 864,549,900 "
i8,2014,South America,Red,Hybrid,Manual,1.9,65792,89339,6619,Low," 591,334,841 "
5 Series,2017,Middle East,Grey,Diesel,Automatic,3.5,110359,38797,8133,High," 315,536,001 "
X3,2014,North America,Grey,Hybrid,Manual,4.4,16852,78075,7563,High," 590,481,225 "
7 Series,2023,Middle East,Blue,Diesel,Automatic,2.5,115775,101774,3143,Low," 319,875,682 "
X6,2016,Middle East,Grey,Diesel,Automatic,4.4,80687,83773,8048,High," 674,205,104 "
M3,2016,Europe,Grey,Petrol,Manual,3.9,84273,55840,9225,High," 515,124,000 "
M3,2018,Middle East,White,Petrol,Automatic,5,106226,61533,336,Low," 20,675,088 "
M5,2012,South America,Black,Hybrid,Manual,4.4,4549,107214,1667,Low," 178,725,738 "
M5,2023,Africa,Grey,Hybrid,Automatic,2.2,31077,72816,5108,Low," 371,944,128 "
M3,2010,Asia,Black,Diesel,Automatic,3.1,61887,96788,7384,High," 714,682,592 "
X6,2011,Asia,Blue,Electric,Manual,1.9,75831,99076,205,Low," 20,310,580 "
7 Series,2021,South America,Silver,Electric,Manual,1.7,128040,49628,1880,Low," 93,300,640 "
M3,2015,Europe,Grey,Hybrid,Automatic,4,140986,45402,5535,Low," 251,300,070 "
i8,2023,Middle East,Black,Petrol,Manual,4.7,11680,71926,9207,High," 662,222,682 "
5 Series,2019,Asia,Blue,Diesel,Manual,4.9,104138,59511,9652,High," 574,400,172 "
X5,2019,Europe,Blue,Hybrid,Manual,2.4,55179,86116,6260,Low," 539,086,160 "
i3,2021,Africa,Blue,Diesel,Automatic,2.2,165116,70228,7173,High," 503,745,444 "
M3,2022,Asia,Blue,Petrol,Automatic,3.5,60521,112377,6157,Low," 691,905,189 "
5 Series,2023,Europe,Grey,Diesel,Automatic,2.2,93931,91382,4393,Low," 401,441,126 "
X6,2018,Asia,Blue,Hybrid,Automatic,2.5,185470,77651,307,Low," 23,838,857 "
i8,2012,Asia,Red,Petrol,Automatic,4.4,178627,36690,1149,Low," 42,156,810 "
M5,2019,Asia,White,Hybrid,Automatic,4.3,72004,118057,7369,High," 869,962,033 "
X3,2011,Asia,Blue,Hybrid,Manual,4.6,38646,92789,6115,Low," 567,404,735 "
5 Series,2020,South America,Blue,Electric,Automatic,3.2,162618,57868,137,Low," 7,927,916 "
M3,2010,Middle East,Silver,Petrol,Automatic,3.5,30538,89619,5828,Low," 522,299,532 "
X6,2011,Africa,Grey,Diesel,Automatic,4.2,121501,104865,3682,Low," 386,112,930 "
M3,2012,Asia,Grey,Hybrid,Automatic,2.3,6951,104638,3089,Low," 323,226,782 "
M3,2016,Europe,Silver,Petrol,Manual,4.4,66804,65788,1112,Low," 73,156,256 "
X5,2011,South America,Black,Electric,Automatic,1.6,174613,110648,1566,Low," 173,274,768 "
M5,2022,Europe,Grey,Petrol,Manual,4.3,197272,39187,9528,High," 373,373,736 "
7 Series,2014,North America,Black,Petrol,Manual,4.2,180833,81019,2660,Low," 215,510,540 "
5 Series,2011,Asia,Black,Electric,Automatic,2.6,37643,75576,8391,High," 634,158,216 "
i3,2016,North America,Red,Petrol,Automatic,4,134787,50358,9787,High," 492,853,746 "
M3,2019,North America,Black,Hybrid,Manual,2.2,39574,40832,3549,Low," 144,912,768 "
5 Series,2017,South America,Silver,Hybrid,Manual,3.5,14309,51161,7294,High," 373,168,334 "
M3,2017,Middle East,Black,Hybrid,Automatic,4,34501,73716,3146,Low," 231,910,536 "
X6,2022,North America,Black,Diesel,Manual,4,146745,54837,8586,High," 470,830,482 "
X1,2024,Asia,Red,Electric,Automatic,4.9,142304,37973,3613,Low," 137,196,449 "
X1,2017,Middle East,Grey,Electric,Manual,2.1,72040,97399,9419,High," 917,401,181 "
X6,2019,Africa,White,Diesel,Automatic,3.2,128630,86418,3750,Low," 324,067,500 "
X5,2024,Asia,Grey,Petrol,Automatic,4.6,56354,48048,2008,Low," 96,480,384 "
X5,2018,South America,Blue,Petrol,Manual,3.5,101875,91332,9374,High," 856,146,168 "
X5,2010,Europe,Red,Hybrid,Manual,4.6,176096,97250,103,Low," 10,016,750 "
i3,2021,Asia,Blue,Diesel,Manual,3,37105,84582,6385,Low," 540,056,070 "
i8,2010,Middle East,Red,Hybrid,Automatic,4.3,87813,43421,9998,High," 434,123,158 "
i3,2023,North America,Black,Electric,Automatic,4.5,137606,114539,8408,High," 963,043,912 "
7 Series,2024,Middle East,Blue,Petrol,Automatic,4.5,175508,97857,1078,Low," 105,489,846 "
X5,2023,Middle East,Blue,Hybrid,Manual,4.5,194958,37514,8910,High," 334,249,740 "
X6,2023,North America,Grey,Diesel,Automatic,2.3,27073,64635,7772,High," 502,343,220 "
X3,2019,Africa,Black,Hybrid,Manual,3,94294,97493,393,Low," 38,314,749 "
i8,2011,Europe,Blue,Diesel,Manual,2.1,169666,114351,4346,Low," 496,969,446 "
M5,2020,Europe,Black,Hybrid,Manual,2.1,1419,109267,8644,High," 944,503,948 "
i3,2024,Middle East,White,Hybrid,Automatic,3.2,112688,35887,5149,Low," 184,782,163 "
5 Series,2015,Europe,Blue,Hybrid,Automatic,4.9,17102,79031,2198,Low," 173,710,138 "
X5,2023,Middle East,Red,Diesel,Automatic,3.6,148925,42134,619,Low," 26,080,946 "
i8,2010,Asia,Black,Diesel,Manual,4.5,191776,111094,1356,Low," 150,643,464 "
3 Series,2014,Middle East,White,Hybrid,Automatic,4.8,84717,86839,1542,Low," 133,905,738 "
5 Series,2024,South America,Silver,Diesel,Automatic,1.8,136764,74317,4672,Low," 347,209,024 "
X3,2014,Asia,Black,Electric,Manual,2.1,43788,40023,370,Low," 14,808,510 "
7 Series,2024,Asia,Red,Petrol,Automatic,2.5,55948,107863,605,Low," 65,257,115 "
i8,2024,Middle East,Red,Petrol,Manual,3.7,87116,88370,2027,Low," 179,125,990 "
3 Series,2013,North America,Blue,Hybrid,Manual,1.7,177510,100738,6213,Low," 625,885,194 "
3 Series,2020,Europe,Black,Electric,Automatic,4.3,41187,39362,8446,High," 332,451,452 "
i8,2014,Africa,Black,Diesel,Manual,1.7,91148,86084,3790,Low," 326,258,360 "
3 Series,2021,Middle East,White,Hybrid,Manual,2.1,24267,113396,1361,Low," 154,331,956 "
X6,2010,Africa,White,Diesel,Manual,2.8,24960,92315,4737,Low," 437,296,155 "
7 Series,2020,Africa,Red,Petrol,Automatic,3.5,44971,91150,1019,Low," 92,881,850 "
X3,2020,Middle East,Grey,Petrol,Automatic,4.6,179579,51784,323,Low," 16,726,232 "
X5,2015,Africa,Blue,Petrol,Manual,4.9,89648,85004,3412,Low," 290,033,648 "
i8,2016,Africa,Grey,Hybrid,Automatic,4.6,93136,99392,4296,Low," 426,988,032 "
3 Series,2017,South America,Silver,Petrol,Manual,1.9,97825,37806,8038,High," 303,884,628 "
3 Series,2024,Middle East,Black,Petrol,Automatic,3.7,17574,84676,9224,High," 781,051,424 "
X5,2011,Middle East,Blue,Petrol,Automatic,3,186281,100081,8849,High," 885,616,769 "
X6,2024,South America,Blue,Diesel,Automatic,1.9,90758,40421,4132,Low," 167,019,572 "
X6,2024,Europe,White,Diesel,Automatic,3.4,24214,62124,3523,Low," 218,862,852 "
X3,2016,Europe,Silver,Hybrid,Manual,2.7,123668,112796,3735,Low," 421,293,060 "
i8,2015,Africa,White,Petrol,Automatic,2.7,154101,80490,4058,Low," 326,628,420 "
M5,2018,Asia,Silver,Petrol,Manual,1.8,107562,37523,8539,High," 320,408,897 "
X6,2024,Africa,Grey,Diesel,Automatic,4.9,160407,95855,4675,Low," 448,122,125 "
M3,2017,Middle East,Black,Diesel,Manual,4,185436,97676,2371,Low," 231,589,796 "
